id,nivel,categoria,pergunta,resposta,tags
987,2,Cenários,Como SQL embutido em COBOL deve ser avaliado em um cenário de subprograma reutilizado por vários fluxos em COBOL?,"Nível 1 - Contexto: em subprograma reutilizado por vários fluxos, SQL embutido em COBOL precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: SQL embutido em COBOL integra acesso relacional via pré-compilação e área SQLCA, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","SQL embutido em COBOL, subprograma reutilizado por vários fluxos, nível 2, cobol"
988,3,Cenários,Como COMMAREA deve ser avaliado em um cenário de cálculo de juros e multa em COBOL?,"Nível 1 - Contexto: em cálculo de juros e multa, COMMAREA precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: COMMAREA área de comunicação tradicional entre transações e programas CICS, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","COMMAREA, cálculo de juros e multa, nível 3, cobol"
989,4,Cenários,Como KSDS deve ser avaliado em um cenário de tratamento de fim de arquivo em COBOL?,"Nível 1 - Contexto: em tratamento de fim de arquivo, KSDS precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: KSDS dataset VSAM indexado por chave, adequado a leitura aleatória e sequencial, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","KSDS, tratamento de fim de arquivo, nível 4, cobol"
990,5,Cenários,Como arquivo de trabalho de SORT deve ser avaliado em um cenário de migração de legado em COBOL?,"Nível 1 - Contexto: em migração de legado, arquivo de trabalho de SORT precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: arquivo de trabalho de SORT área intermediária usada pelo utilitário/statement de ordenação, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","arquivo de trabalho de SORT, migração de legado, nível 5, cobol"
991,1,Cenários,Como tratamento de erro deve ser avaliado em um cenário de investigação de abend em produção em COBOL?,"Nível 1 - Contexto: em investigação de abend em produção, tratamento de erro precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: tratamento de erro se beneficia de padrão centralizado, códigos claros e mensagens contextualizadas, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","tratamento de erro, investigação de abend em produção, nível 1, cobol"
992,2,Cenários,Como ajuste de performance deve ser avaliado em um cenário de revisão de copybook compartilhado em COBOL?,"Nível 1 - Contexto: em revisão de copybook compartilhado, ajuste de performance precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: ajuste de performance exige medir gargalo real antes de mexer em I/O, laços, chamadas e acessos, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","ajuste de performance, revisão de copybook compartilhado, nível 2, cobol"
993,3,Cenários,Como DATA DIVISION deve ser avaliado em um cenário de tabela grande com busca frequente em COBOL?,"Nível 1 - Contexto: em tabela grande com busca frequente, DATA DIVISION precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: DATA DIVISION define estruturas de dados, registros, tabelas, variáveis e layouts usados pelo programa, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","DATA DIVISION, tabela grande com busca frequente, nível 3, cobol"
994,4,Cenários,Como WORKING-STORAGE SECTION deve ser avaliado em um cenário de layout com campos alternativos em COBOL?,"Nível 1 - Contexto: em layout com campos alternativos, WORKING-STORAGE SECTION precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: WORKING-STORAGE SECTION declara dados persistentes durante a execução do programa, úteis para acumuladores, flags e áreas de trabalho, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","WORKING-STORAGE SECTION, layout com campos alternativos, nível 4, cobol"
995,5,Cenários,Como FILE SECTION deve ser avaliado em um cenário de parâmetros passados por CALL em COBOL?,"Nível 1 - Contexto: em parâmetros passados por CALL, FILE SECTION precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: FILE SECTION descreve os registros associados aos arquivos declarados no ambiente e serve de base para READ, WRITE e REWRITE, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação. Nível 5 - Recomendação: combine padronização, teste com massa realista e observação de códigos de retorno para decidir o desenho final.","FILE SECTION, parâmetros passados por CALL, nível 5, cobol"
996,1,Cenários,Como PICTURE deve ser avaliado em um cenário de execução com alto volume noturno em COBOL?,"Nível 1 - Contexto: em execução com alto volume noturno, PICTURE precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: PICTURE especifica formato, tamanho e natureza do dado, influenciando validação, alinhamento e uso em operações, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","PICTURE, execução com alto volume noturno, nível 1, cobol"
997,2,Cenários,Como nível 88 deve ser avaliado em um cenário de programa sujeito a manutenção frequente em COBOL?,"Nível 1 - Contexto: em programa sujeito a manutenção frequente, nível 88 precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: nível 88 cria nomes condicionais para valores fixos, tornando regras de negócio mais legíveis, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade.","nível 88, programa sujeito a manutenção frequente, nível 2, cobol"
998,3,Cenários,Como OCCURS DEPENDING ON deve ser avaliado em um cenário de rotina com SQL embutido em COBOL?,"Nível 1 - Contexto: em rotina com SQL embutido, OCCURS DEPENDING ON precisa ser analisado pelo papel que exerce na integridade do processamento. Nível 2 - Leitura técnica: OCCURS DEPENDING ON cria tabelas de tamanho lógico variável conforme um campo controlador, então a decisão correta depende de volume, previsibilidade do dado e contrato com outras partes do sistema. Nível 3 - Exemplo aplicado: se a rotina falhar, o suporte precisa entender rapidamente causa, efeito e ponto de recuperação; por isso a implementação deve favorecer rastreabilidade. Nível 4 - Risco: ignorar tratamento explícito, limite de dados ou convenção do time pode gerar falha difícil de reproduzir em homologação.","OCCURS DEPENDING ON, rotina com SQL embutido, nível 3, cobol"
